DATETIME,TIME,LON,LAT,PCO2_ORIGINAL
"""29-JAN-2019""",14250,67.5833,5.35041,430.733
"""29-JAN-2019""",14250,67.6667,5.35041,431.014
"""29-JAN-2019""",14250,67.75,5.35041,431.177
"""29-JAN-2019""",14250,67.8333,5.35041,431.107
"""29-JAN-2019""",14250,67.9167,5.35041,430.984
"""29-JAN-2019""",14250,68,5.35041,430.669
"""29-JAN-2019""",14250,68.0833,5.35041,430.453
"""29-JAN-2019""",14250,68.1667,5.35041,430.577
"""29-JAN-2019""",14250,68.25,5.35041,430.147
"""29-JAN-2019""",14250,68.3333,5.35041,428.793
"""29-JAN-2019""",14250,68.4167,5.35041,427.392
"""29-JAN-2019""",14250,68.5,5.35041,426.359
"""29-JAN-2019""",14250,68.5833,5.35041,425.407
"""29-JAN-2019""",14250,68.6667,5.35041,425.071
"""29-JAN-2019""",14250,68.75,5.35041,424.996
"""29-JAN-2019""",14250,68.8333,5.35041,424.81
"""29-JAN-2019""",14250,68.9167,5.35041,424.764
"""29-JAN-2019""",14250,69,5.35041,424.227
"""29-JAN-2019""",14250,69.0833,5.35041,422.852
"""29-JAN-2019""",14250,69.1667,5.35041,422.022
"""29-JAN-2019""",14250,69.25,5.35041,421.259
"""29-JAN-2019""",14250,69.3333,5.35041,421.612
"""29-JAN-2019""",14250,69.4167,5.35041,422.892
"""29-JAN-2019""",14250,69.5,5.35041,424.595
"""29-JAN-2019""",14250,69.5833,5.35041,426.079
"""29-JAN-2019""",14250,69.6667,5.35041,426.821
"""29-JAN-2019""",14250,69.75,5.35041,427.083
"""29-JAN-2019""",14250,69.8333,5.35041,427.073
"""29-JAN-2019""",14250,69.9167,5.35041,426.873
"""29-JAN-2019""",14250,70,5.35041,426.532
"""29-JAN-2019""",14250,70.0833,5.35041,425.755
"""29-JAN-2019""",14250,70.1667,5.35041,425.203
"""29-JAN-2019""",14250,70.25,5.35041,425.026
"""29-JAN-2019""",14250,70.3333,5.35041,424.984
